"","qumn","province","nhh","a4","a5","a6","MajMin","a9_1","a10","b2","Unemp","EmptType","b4_2","b5","b7","b10","b12","c11_1","c12","pa151"
"2683",24080,"yunnan",3,2,34,1,0,1,NA,2006,0,0,40,2006,17,4,5,9,12,31200
"2685",24090,"yunnan",7,1,53,1,0,1,4,1982,0,0,50,NA,8,1,3,4,6,NA
"2687",24090,"yunnan",7,1,31,1,0,1,4,2006,0,0,40,2006,19,4,2,6,17,NA
"2689",24090,"yunnan",7,1,25,1,0,1,4,2010,0,0,50,NA,8,4,2,5,9,NA
"2692",24100,"yunnan",5,1,58,1,0,1,4,1979,0,0,8,NA,1,3,3,4,5,24000
"2693",24100,"yunnan",5,1,25,1,0,1,4,NA,0,0,10,NA,12,5,NA,4,6,NA
"2695",24100,"yunnan",5,2,23,2,0,1,4,NA,0,0,10,NA,12,5,1,5,9,NA
"2697",24110,"yunnan",2,1,50,1,0,1,NA,1980,0,0,40,1980,10,4,2,6,10,25200
"2699",24120,"yunnan",3,1,44,1,0,1,NA,1990,0,0,52,NA,14,4,2,9,8,27720
"2700",24120,"yunnan",3,2,38,1,0,1,NA,1992,0,0,52,NA,17,4,3,9,8,260
"2704",24130,"yunnan",4,1,26,2,0,1,4,2009,0,0,84,2009,3,7,NA,6,11,NA
"2705",24130,"yunnan",4,2,24,2,0,1,4,2008,0,0,40,2008,8,3,NA,6,11,NA
"2708",24140,"yunnan",4,2,29,2,0,1,4,2007,0,0,48,2007,16,4,3,11,12,26400
"2710",24150,"yunnan",4,1,40,1,0,1,4,2006,0,0,40,2006,19,3,5,8,8,NA
"2714",24160,"yunnan",3,1,52,1,0,1,4,1978,0,0,40,1978,19,1,2,2,0,21600
"2716",24160,"yunnan",3,1,20,2,0,1,4,2009,0,0,70,2009,19,1,2,5,8,NA
"2717",24170,"yunnan",3,1,48,1,0,1,4,1992,0,1,70,NA,8,NA,NA,4,6,NA
"2720",24180,"yunnan",4,1,45,1,0,1,NA,1986,0,0,52,1986,14,1,4,8,11,21600
"2721",24180,"yunnan",4,2,42,1,0,1,NA,2010,0,0,45,2010,14,4,4,5,8,24000
"2724",24190,"yunnan",3,1,49,1,0,1,1,1984,0,0,40,1984,5,1,5,12,20,30000
"2725",24190,"yunnan",3,2,43,1,0,1,4,1988,0,0,60,1997,16,1,5,7,12,40360
"2727",24200,"yunnan",2,2,37,3,0,1,4,1993,0,0,40,1993,19,1,NA,8,11,18000
"2729",24210,"yunnan",4,1,54,1,0,1,4,2010,0,0,70,2011,6,3,3,4,5,14000
"2733",24220,"yunnan",3,1,50,1,0,1,1,1985,0,0,50,1985,19,1,2,10,NA,28800
"2734",24220,"yunnan",3,2,46,1,0,1,4,1987,0,0,40,1987,17,1,2,8,NA,28800
"2736",24230,"yunnan",4,2,63,4,0,1,4,1990,0,1,70,1990,8,NA,NA,4,5,NA
"2738",24230,"yunnan",4,2,21,2,0,1,4,2006,0,0,40,2006,8,7,1,4,6,NA
"2740",24240,"yunnan",4,1,46,1,0,1,1,1988,0,0,48,1996,19,1,3,8,NA,32520
"2741",24240,"yunnan",4,2,44,1,0,1,4,1989,0,0,48,1989,17,1,NA,8,NA,34440
"2744",24250,"yunnan",5,1,53,1,0,1,1,1978,0,0,45,1978,16,4,5,6,10,23160
"2747",24250,"yunnan",5,2,23,2,0,1,2,NA,1,NA,NA,NA,NA,NA,NA,11,18,NA
"2749",24260,"yunnan",5,1,54,1,0,1,4,1980,0,1,50,1980,8,5,NA,6,11,NA
"2751",24260,"yunnan",5,1,24,2,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,11,16,NA
"2752",24260,"yunnan",5,2,21,2,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,11,15,NA
"2754",24270,"yunnan",3,1,33,1,0,1,1,2003,0,0,80,2003,19,4,3,11,18,31200
"2755",24270,"yunnan",3,2,33,1,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,11,18,NA
"2757",24280,"yunnan",5,1,44,1,0,1,4,1988,0,0,70,2011,6,6,4,6,12,16800
"2764",24290,"yunnan",7,1,40,1,0,1,4,1993,0,0,40,1993,8,5,2,9,12,NA
"2766",24290,"yunnan",7,2,35,1,0,1,4,2008,0,0,60,2008,16,4,2,11,15,10800
"2769",24300,"yunnan",5,1,47,1,0,1,4,1985,0,0,80,2011,15,1,1,5,8,1000
"2771",24300,"yunnan",5,1,25,2,0,1,4,2011,0,0,56,2011,6,6,2,6,11,1000
"2772",24300,"yunnan",5,2,24,2,0,1,2,2011,0,0,56,2009,8,3,1,11,17,800
"2774",24310,"yunnan",4,1,43,1,0,1,1,1990,0,1,70,1990,8,NA,NA,5,8,24000
"2775",24310,"yunnan",4,2,37,1,0,1,4,1997,0,0,60,1997,19,4,2,11,17,28800
"2778",24320,"yunnan",4,1,59,1,NA,1,1,1976,0,0,9,1976,16,4,4,10,12,4200
"2782",24330,"yunnan",3,1,54,1,0,1,4,1975,0,0,40,1975,16,4,4,10,15,44856
"2783",24330,"yunnan",3,2,49,1,0,1,4,1985,0,0,40,1985,16,4,4,6,10,10800
"2784",24330,"yunnan",3,2,26,2,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,9,17,NA
"2785",24340,"yunnan",5,1,54,1,0,1,4,1985,0,1,80,1985,9,NA,NA,4,6,NA
"2787",24340,"yunnan",5,1,27,2,0,1,4,1999,0,0,80,1999,9,NA,NA,5,9,NA
"2788",24340,"yunnan",5,2,24,2,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,8,12,NA
"2790",24350,"yunnan",3,1,58,1,0,1,4,1993,0,1,70,2002,8,6,NA,4,NA,NA
"2793",24360,"yunnan",6,1,55,1,0,1,4,1988,0,NA,NA,NA,NA,NA,NA,4,5,NA
"2795",24360,"yunnan",6,1,25,1,0,1,2,2008,0,0,40,2010,7,6,3,9,15,18000
"2796",24360,"yunnan",6,2,25,1,0,1,2,2009,0,0,70,2009,19,3,7,9,18,30000
"2799",24370,"yunnan",4,1,45,1,0,1,4,1915,0,0,40,1985,15,4,2,8,12,36000
"2803",24380,"yunnan",7,1,58,1,0,1,4,1995,0,1,10,NA,8,NA,NA,4,6,NA
"2805",24380,"yunnan",7,1,31,3,0,1,4,1999,0,0,10,NA,3,NA,NA,5,9,NA
"2807",24380,"yunnan",7,1,22,2,0,1,4,NA,0,0,11,NA,3,NA,NA,5,9,NA
"2810",24390,"yunnan",3,2,36,1,1,1,4,1997,0,0,40,1997,1,1,3,9,15,32000
"2811",24390,"yunnan",3,1,38,1,1,1,4,1996,0,0,40,1996,16,1,5,12,17,33000
"2813",24400,"yunnan",3,2,47,1,1,1,1,1982,0,0,40,1985,1,1,3,11,16,36000
"2816",24410,"yunnan",3,2,50,1,1,1,1,1982,0,0,40,2000,1,1,3,10,15,34920
"2817",24410,"yunnan",3,1,51,1,1,1,1,1980,0,0,40,2009,5,6,4,12,17,3600
"2818",24410,"yunnan",3,2,24,2,1,1,1,2010,0,0,40,2010,17,4,5,11,16,29000
"2819",24420,"yunnan",2,1,37,1,1,1,1,1996,0,0,40,1996,1,1,3,10,14,28000
"2820",24420,"yunnan",2,2,37,1,1,1,1,1996,0,0,40,1996,17,1,2,10,14,28000
"2821",24430,"yunnan",2,1,29,1,1,1,1,2006,0,0,45,2006,1,4,3,11,16,30000
"2822",24430,"yunnan",2,2,24,1,1,1,4,2005,0,0,45,2005,12,4,3,11,16,29000
"2823",24440,"yunnan",3,2,39,1,1,1,4,1996,0,0,40,1996,1,1,3,10,14,NA
"2824",24440,"yunnan",3,1,43,1,1,1,4,1994,0,0,0,2003,5,6,5,10,14,NA
"2826",24450,"yunnan",3,2,46,1,1,1,1,1984,0,0,45,1991,1,1,3,13,19,39600
"2827",24450,"yunnan",3,1,53,1,1,1,4,1975,0,0,45,1976,19,1,4,10,14,4800
"2829",24460,"yunnan",3,1,31,1,0,1,4,2001,0,0,8,2001,1,4,3,10,16,30000
"2830",24460,"yunnan",3,2,30,1,0,1,2,2003,0,1,12,2006,8,NA,NA,10,16,0
"2832",24470,"yunnan",1,1,29,2,1,1,4,2006,0,0,40,2008,1,4,4,11,16,28000
"2835",24490,"yunnan",4,1,52,1,0,1,4,1980,1,NA,50,2011,7,NA,NA,9,13,0
"2836",24490,"yunnan",4,2,45,1,0,1,4,1986,0,0,40,1986,16,1,3,11,15,36000
"2837",24490,"yunnan",4,2,24,2,0,1,4,2011,0,0,48,2011,1,1,2,11,18,25000
"2839",24500,"yunnan",1,1,25,2,0,2,2,2010,0,0,40,2010,8,4,7,11,18,50000
"2840",24510,"yunnan",2,1,31,1,0,1,4,2010,0,0,40,2010,19,1,2,11,16,12000
"2841",24510,"yunnan",2,2,26,1,0,1,4,2009,0,0,40,2009,17,1,6,11,16,28800
"2842",24520,"yunnan",3,2,26,1,0,1,4,2008,0,0,66,2010,15,4,2,11,NA,14400
"2843",24520,"yunnan",3,1,29,1,0,1,4,2004,0,0,56,2004,15,4,4,11,NA,36000
"2847",24530,"yunnan",3,2,24,2,0,1,1,2009,0,0,70,2009,15,4,2,11,16,1008
"2848",24540,"yunnan",5,2,37,1,0,1,4,2012,1,NA,8,2012,15,1,2,4,5,NA
"2850",24540,"yunnan",5,1,15,2,0,1,4,NA,1,NA,10,2012,9,5,2,4,6,NA
"2851",24540,"yunnan",5,1,15,2,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,4,6,NA
"2853",24550,"yunnan",2,2,31,3,0,2,4,2010,1,NA,28,2012,15,1,2,5,9,14400
"2861",24570,"yunnan",1,1,58,2,0,1,4,1987,0,0,56,1987,15,1,2,1,NA,350
"2863",24580,"yunnan",4,2,50,1,0,1,4,1997,1,NA,56,2012,15,1,2,4,5,3000
"2866",24590,"yunnan",4,1,37,1,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,6,5,NA
"2867",24590,"yunnan",4,2,29,1,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,4,12,NA
"2870",24600,"yunnan",1,1,40,2,0,1,4,1997,1,NA,56,1997,15,1,2,1,NA,12000
"2871",24610,"yunnan",3,2,40,4,0,1,4,2002,0,0,35,2002,15,1,2,5,NA,4200
"2874",24620,"yunnan",2,1,30,1,0,1,4,2002,0,1,84,2002,6,7,1,4,6,NA
"2875",24620,"yunnan",2,2,22,1,0,1,2,2009,0,0,40,2010,15,4,2,8,12,NA
"2876",24630,"yunnan",4,1,32,1,0,1,4,2002,0,0,48,2012,4,1,3,1,NA,2000
"2877",24630,"yunnan",4,2,27,1,0,1,2,2006,0,0,56,2006,15,4,4,1,NA,1000
"2880",24640,"yunnan",3,2,36,1,1,1,4,2010,0,0,40,2010,8,5,2,5,8,19200
"2881",24640,"yunnan",3,1,38,1,1,2,4,2010,0,0,56,2006,8,5,2,5,8,13200
"2883",24650,"yunnan",4,1,51,1,1,1,1,1980,0,0,40,1992,4,NA,4,10,11,43200
"2885",24650,"yunnan",4,2,22,2,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,11,16,NA
"2887",24660,"yunnan",3,1,50,1,1,1,1,1979,0,0,48,1979,4,1,3,9,10,43416
"2889",24660,"yunnan",3,2,23,2,1,1,2,2011,0,0,40,2011,19,4,2,11,16,30000
"2890",24670,"yunnan",3,1,43,1,1,1,4,1986,0,1,70,2008,8,NA,NA,6,11,NA
"2891",24670,"yunnan",3,2,42,1,1,1,4,1988,0,1,70,2008,8,NA,NA,5,8,19200
"2893",24680,"yunnan",4,1,36,1,1,NA,1,1995,0,0,70,1995,19,NA,2,9,14,30000
"2894",24680,"yunnan",4,2,29,1,1,NA,4,NA,1,NA,48,2011,6,NA,1,5,9,19200
"2897",24690,"yunnan",3,1,40,1,1,1,4,1998,0,0,48,2003,5,7,1,5,8,24000
"2898",24690,"yunnan",3,2,30,1,1,2,4,2006,0,1,56,2009,8,7,1,5,8,21600
"2902",24710,"yunnan",5,1,40,1,0,1,4,1990,0,1,70,NA,8,7,NA,4,7,NA
"2907",24720,"yunnan",3,1,35,1,0,1,1,1999,0,0,8,1999,19,4,2,11,16,NA
"2908",24720,"yunnan",3,2,34,1,0,1,4,1999,0,0,8,1999,10,4,2,11,16,NA
"2910",24730,"yunnan",3,1,47,1,0,1,4,1990,0,0,30,1990,6,NA,NA,6,10,10000
"2912",24730,"yunnan",3,2,27,2,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,8,12,NA
"2915",24740,"yunnan",4,2,28,1,0,1,2,2009,0,0,0,2009,19,NA,2,NA,NA,NA
"2916",24740,"yunnan",4,2,23,2,0,1,2,2010,1,NA,0,2010,17,NA,2,NA,NA,NA
"2917",24750,"yunnan",4,1,36,1,0,1,4,1996,0,0,68,2003,15,4,3,9,13,46440
"2918",24750,"yunnan",4,2,32,1,0,1,4,2004,0,1,48,2004,12,5,NA,5,7,NA
"2921",24760,"yunnan",2,1,50,1,0,1,1,1979,0,0,8,NA,13,1,1,8,12,26400
"2922",24760,"yunnan",2,2,48,1,0,1,4,1983,0,0,8,NA,16,1,4,8,12,27960
"2926",24780,"yunnan",3,1,27,1,0,1,4,2005,0,1,30,2005,8,5,1,5,7,NA
"2929",24790,"yunnan",4,1,47,1,0,1,4,1990,0,0,56,NA,8,6,NA,4,5,NA
"2934",24800,"yunnan",6,1,43,1,0,1,4,1990,0,0,30,1990,1,5,NA,6,8,NA
"2935",24800,"yunnan",6,1,40,1,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,5,7,NA
"2936",24800,"yunnan",6,1,34,2,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,5,7,NA
"2937",24800,"yunnan",6,2,30,1,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,5,7,NA
"2938",24800,"yunnan",6,2,30,1,0,1,4,NA,1,NA,NA,NA,NA,NA,NA,6,8,NA
"2940",24820,"yunnan",3,1,50,1,0,1,4,1982,0,0,40,1982,1,3,NA,5,5,12000
"2943",24830,"yunnan",6,1,54,1,0,1,NA,1981,0,1,49,1997,3,NA,NA,5,NA,33600
"2945",24830,"yunnan",6,2,27,2,0,1,NA,2011,1,NA,40,2011,6,NA,NA,5,NA,NA
"2947",24830,"yunnan",6,1,24,2,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,8,NA,NA
"2949",24840,"yunnan",4,1,33,1,0,1,4,2001,0,1,35,NA,13,7,NA,5,10,NA
"2953",24850,"yunnan",5,1,38,1,0,1,4,1995,0,0,18,NA,8,7,NA,4,6,NA
"2958",24860,"yunnan",4,1,47,1,0,1,1,1992,0,0,40,NA,6,7,4,8,14,36444
"2959",24860,"yunnan",4,2,47,1,0,1,4,1993,0,0,40,NA,10,7,5,8,14,36444
"2963",24880,"yunnan",5,1,49,1,0,1,1,1987,0,0,28,NA,19,7,2,11,16,20400
"2964",24880,"yunnan",5,2,47,1,0,1,4,1990,0,0,22,NA,16,7,3,11,16,12000
"2968",24890,"yunnan",2,2,37,3,0,1,1,1996,0,0,40,1996,16,2,3,9,13,31752
"2971",24900,"yunnan",4,1,46,1,0,1,4,1989,0,NA,NA,NA,NA,NA,NA,4,5,NA
"2974",24910,"yunnan",3,1,48,1,0,1,4,1992,0,1,30,1992,8,NA,NA,4,6,NA
"2977",24920,"yunnan",3,1,49,1,0,1,4,1983,0,0,35,NA,19,7,1,11,17,28296
"2978",24920,"yunnan",3,2,49,1,0,1,4,1985,0,0,32,NA,16,7,4,11,17,28104
"2979",24920,"yunnan",3,1,23,2,0,1,4,2009,0,0,40,NA,16,4,4,11,17,NA
"2980",24930,"yunnan",4,1,49,1,0,1,1,1989,0,0,15,1989,3,7,5,8,13,48000
"2981",24930,"yunnan",4,2,41,1,0,1,4,1992,0,0,18,1992,17,7,7,8,13,36000
"2984",24940,"yunnan",5,1,69,1,0,1,4,1995,0,1,40,1995,12,NA,NA,5,8,NA
"2989",24950,"yunnan",4,1,44,1,0,1,4,1990,0,0,96,NA,17,1,1,5,11,NA
"2993",24960,"yunnan",4,1,44,1,0,1,4,1989,0,0,25,1988,5,3,2,8,12,10680
"2997",24970,"yunnan",3,1,54,1,0,1,1,1976,0,0,40,1976,13,4,4,5,11,NA
"2999",24970,"yunnan",3,2,27,2,0,1,1,2009,0,0,40,2009,19,4,4,11,17,16560
"3000",24980,"yunnan",3,1,82,2,0,1,4,1955,0,NA,NA,NA,NA,NA,NA,5,5,NA
"3003",24990,"yunnan",4,1,44,1,0,1,4,1993,0,1,15,NA,8,7,NA,4,5,NA
"3007",25000,"yunnan",4,2,38,1,0,1,4,1999,0,0,40,1999,19,2,3,9,15,32400
"3008",25000,"yunnan",4,1,32,1,0,1,1,1994,0,0,40,1994,19,2,3,9,15,31800
"3011",40010,"neimenggu",3,2,39,1,0,1,4,1993,0,0,40,1993,16,NA,4,9,13,48000
"3012",40010,"neimenggu",3,1,42,1,0,1,4,1992,0,0,56,1992,19,NA,1,9,13,46000
"3014",40020,"neimenggu",3,1,43,1,0,1,4,1988,0,1,45,1988,6,4,2,6,11,16950
"3015",40020,"neimenggu",3,2,42,1,1,1,1,1990,0,0,56,1990,8,6,2,6,11,16950
"3016",40020,"neimenggu",3,1,21,2,0,1,2,2010,0,0,56,2010,15,1,5,6,11,NA
"3017",40030,"neimenggu",3,1,43,1,0,1,4,2008,0,0,48,2008,6,5,1,6,11,10000
"3018",40030,"neimenggu",3,2,43,1,0,1,4,1993,0,0,38,1993,16,1,4,8,13,8100
"3020",40040,"neimenggu",3,2,42,1,1,1,4,1990,0,0,40,1990,16,3,NA,9,NA,NA
"3021",40040,"neimenggu",3,1,40,1,0,1,4,1992,0,0,84,1992,5,NA,NA,7,NA,8000
"3023",40050,"neimenggu",3,1,48,1,1,1,4,1982,0,0,50,2011,15,4,1,5,NA,400
"3026",40060,"neimenggu",3,1,36,1,1,1,4,2005,0,0,70,2010,8,6,1,5,NA,19700
"3029",40070,"neimenggu",3,1,53,1,0,1,1,1979,0,0,84,2000,5,6,4,6,10,10000
"3031",40070,"neimenggu",3,2,24,2,0,1,2,2008,0,0,56,2008,17,4,5,12,16,15700
"3032",40080,"neimenggu",2,1,48,1,1,1,4,1981,0,0,35,1985,10,4,2,8,13,37768.6
"3033",40080,"neimenggu",2,2,46,1,1,1,4,1983,0,0,40,2008,10,3,3,10,15,NA
"3034",40090,"neimenggu",2,1,48,1,0,1,1,1985,0,0,56,2011,16,1,4,12,11,43955.2
"3036",40100,"neimenggu",2,1,47,1,1,1,4,2001,0,0,56,2011,4,5,2,5,8,19880
"3038",40110,"neimenggu",3,1,41,1,0,1,4,1990,0,1,42,1905,15,NA,NA,6,10,NA
"3039",40110,"neimenggu",3,2,45,1,1,1,4,1985,0,1,42,1905,15,NA,NA,5,8,NA
"3041",40120,"neimenggu",2,1,47,1,0,1,1,1986,0,0,8,1986,19,1,3,10,12,36310
"3042",40120,"neimenggu",2,2,47,1,0,1,4,1985,0,0,7,2008,19,1,1,10,12,36310
"3043",40130,"neimenggu",3,1,35,1,1,1,4,1994,0,0,63,1994,5,7,2,7,NA,NA
"3044",40130,"neimenggu",3,2,38,1,0,1,4,1996,0,0,40,2004,NA,4,3,12,NA,37626
"3050",40160,"neimenggu",2,2,36,1,1,1,1,1997,0,0,45,1997,19,1,2,11,15,33600
"3051",40160,"neimenggu",2,1,36,1,1,1,1,1996,0,0,45,1996,19,1,2,9,14,24000
"3052",40170,"neimenggu",4,1,48,1,1,1,4,1998,0,0,45,2008,6,NA,NA,5,8,NA
"3053",40170,"neimenggu",4,2,44,1,1,1,4,1998,0,1,50,2008,8,NA,NA,1,NA,NA
"3056",40180,"neimenggu",3,1,44,1,1,1,4,2008,0,0,400,2008,6,6,1,4,5,14400
"3057",40180,"neimenggu",3,2,44,1,1,1,4,2006,0,0,300,2006,11,6,1,4,5,16800
"3059",40190,"neimenggu",3,1,44,1,0,1,1,1990,0,0,35,1990,19,1,2,9,14,50400
"3060",40190,"neimenggu",3,2,42,1,0,1,1,1990,0,0,35,1990,19,1,1,9,14,49200
"3062",40200,"neimenggu",1,2,49,3,1,1,4,2003,0,1,70,2008,8,NA,NA,4,8,NA
"3063",40210,"neimenggu",3,1,40,1,0,1,4,1998,0,0,50,2007,19,1,2,6,11,32400
"3066",40220,"neimenggu",4,1,39,1,0,1,1,1996,0,0,40,1996,4,1,4,12,13,44400
"3067",40220,"neimenggu",4,2,36,1,0,1,1,1998,0,0,40,2008,19,1,2,12,13,45120
"3070",40230,"neimenggu",2,2,49,1,0,1,1,1982,0,0,35,1982,19,1,2,10,13,52656
"3071",40230,"neimenggu",2,1,50,1,0,1,1,1981,0,0,35,2001,19,1,3,10,13,49944
"3074",40250,"neimenggu",3,1,41,1,1,1,1,1997,0,0,40,1990,19,1,3,10,14,46800
"3075",40250,"neimenggu",3,2,39,1,0,1,1,1997,0,0,40,1997,19,1,4,10,14,50400
"3077",40260,"neimenggu",3,1,47,1,1,1,4,1991,0,0,50,2008,12,6,1,5,8,14400
"3078",40260,"neimenggu",3,2,45,1,1,1,4,1993,0,0,50,2008,15,6,1,5,8,18000
"3080",40270,"neimenggu",3,2,39,1,0,1,1,1996,0,0,40,1996,19,1,2,11,15,48000
"3081",40270,"neimenggu",3,1,41,1,0,1,1,1996,0,0,30,1996,19,1,3,10,14,55000
"3083",40280,"neimenggu",3,2,31,1,0,1,4,2000,0,0,35,2007,19,1,2,9,13,43000
"3084",40280,"neimenggu",3,1,31,1,0,1,1,2000,0,0,42,2000,8,5,2,9,13,30000
"3086",40290,"neimenggu",3,2,34,1,0,1,4,1998,0,1,70,2010,9,NA,NA,6,11,NA
"3087",40290,"neimenggu",3,1,34,1,1,1,4,1998,0,1,60,2009,1,NA,NA,6,11,NA
"3089",40300,"neimenggu",3,1,49,1,1,1,4,1981,0,0,40,1994,15,6,2,6,11,8400
"3090",40300,"neimenggu",3,2,47,1,1,1,4,1982,0,1,40,1995,12,NA,NA,5,8,NA
"3091",40300,"neimenggu",3,1,24,5,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,11,14,NA
"3096",40320,"neimenggu",3,1,45,1,1,1,1,1997,0,0,40,1997,6,1,2,9,14,48000
"3097",40320,"neimenggu",3,2,42,1,1,1,4,1999,0,1,56,2008,8,NA,NA,5,8,NA
"3099",40330,"neimenggu",3,1,34,1,0,1,4,1997,0,0,40,2008,6,1,2,7,11,45000
"3100",40330,"neimenggu",3,2,36,1,1,1,4,1999,0,1,56,2008,8,NA,NA,6,11,NA
"3102",40340,"neimenggu",3,1,37,1,1,1,1,2000,0,0,40,2000,19,1,2,10,14,36000
"3103",40340,"neimenggu",3,2,36,1,1,1,1,1998,0,0,40,1998,16,4,4,9,14,36000
"3105",40350,"neimenggu",3,1,35,1,0,NA,1,1999,0,NA,40,1999,19,1,1,12,13,48000
"3106",40350,"neimenggu",3,2,33,1,0,NA,1,1997,0,NA,40,1997,19,1,3,12,13,48000
"3108",40360,"neimenggu",4,1,49,1,0,1,1,1980,0,0,35,1980,19,1,2,10,12,32000
"3109",40360,"neimenggu",4,2,49,1,0,1,4,1984,0,0,40,1984,16,4,4,10,12,33600
"3112",40370,"neimenggu",3,2,29,1,0,1,1,1999,0,0,40,1999,19,1,1,8,14,40000
"3113",40370,"neimenggu",3,1,31,1,0,1,4,2000,0,0,40,2000,1,6,2,6,11,18000
"3115",40380,"neimenggu",2,1,62,1,1,1,4,1970,0,0,40,1970,1,NA,NA,4,4,NA
"3116",40380,"neimenggu",2,2,61,1,1,1,4,1971,0,0,40,1971,1,NA,NA,4,4,NA
"3117",40390,"neimenggu",3,1,43,1,1,1,4,2003,0,1,56,2009,9,NA,NA,4,5,15000
"3118",40390,"neimenggu",3,2,45,1,0,1,4,2003,0,1,56,2009,9,NA,NA,6,11,18000
"3120",40400,"neimenggu",3,1,36,1,0,1,1,1996,0,0,77,1996,19,1,3,10,11,37200
"3121",40400,"neimenggu",3,2,31,1,0,1,1,2000,0,0,56,2009,16,1,2,12,11,33600
"3123",40410,"neimenggu",3,1,31,1,0,1,4,1998,0,0,40,2011,15,6,2,8,13,8400
"3124",40410,"neimenggu",3,2,27,1,1,2,4,2011,0,0,40,2011,1,6,2,6,11,14400
"3126",40420,"neimenggu",4,1,51,1,0,1,4,1981,0,0,42,2007,5,6,NA,6,NA,NA
"3127",40420,"neimenggu",4,2,48,1,0,1,4,1985,0,0,42,2009,15,5,NA,6,NA,NA
"3128",40420,"neimenggu",4,1,24,2,0,1,2,NA,1,NA,NA,NA,NA,NA,NA,9,NA,NA
"3130",40430,"neimenggu",3,1,41,1,0,1,4,2001,0,0,40,NA,6,NA,NA,6,11,NA
"3131",40430,"neimenggu",3,2,42,1,0,1,4,2007,0,0,40,NA,19,1,2,6,11,9600
"3133",40440,"neimenggu",3,1,34,1,0,1,1,2000,0,0,46,2000,19,1,5,8,13,53000
"3134",40440,"neimenggu",3,2,34,1,1,1,2,1999,0,0,40,2001,19,1,2,8,13,33600
"3136",40450,"neimenggu",3,1,47,1,1,1,1,1982,0,0,70,2005,19,NA,4,12,12,80000
"3137",40450,"neimenggu",3,2,50,1,1,1,1,1980,0,0,35,2008,19,NA,2,10,13,40000
"3138",40450,"neimenggu",3,1,22,2,1,1,2,2000,0,0,35,2000,19,NA,2,9,14,12000
"3139",40460,"neimenggu",3,1,39,1,0,1,1,1994,0,0,40,1994,19,1,2,13,11,55000
"3140",40460,"neimenggu",3,2,36,1,0,1,2,1995,0,0,40,1995,19,3,2,12,11,40000
"3142",40470,"neimenggu",3,1,40,1,0,1,4,2000,0,0,10,2009,6,NA,NA,6,11,22000
"3145",40480,"neimenggu",3,2,31,1,0,1,2,1999,0,0,35,1999,19,1,2,8,10,29000
"3146",40480,"neimenggu",3,1,32,1,0,1,2,1999,0,0,35,1999,19,1,1,7,10,29000
"3149",40490,"neimenggu",3,2,39,1,0,1,4,1992,0,0,6,2011,15,6,1,6,11,16000
"3151",40500,"neimenggu",3,1,35,1,0,1,4,1998,0,1,56,2001,5,NA,NA,5,8,NA
"3154",40510,"neimenggu",3,1,40,1,0,1,1,1996,0,0,8,1996,19,1,5,12,15,55200
"3155",40510,"neimenggu",3,2,38,1,0,1,1,1996,0,0,7,1996,19,1,2,12,15,35000
"3159",40530,"neimenggu",3,2,30,1,0,1,4,2008,0,0,45,2008,16,1,3,12,13,45600
"3160",40530,"neimenggu",3,1,32,1,0,1,4,2008,0,0,50,2008,19,1,5,10,11,49200
"3162",40540,"neimenggu",3,NA,38,1,0,1,1,20,0,0,48,1990,16,1,4,11,16,45600
"3163",40540,"neimenggu",3,2,38,1,0,1,1,20,0,0,48,1990,16,1,4,9,15,55200
"3165",40550,"neimenggu",3,1,52,1,1,1,4,1981,0,0,49,2001,6,6,NA,8,10,NA
"3166",40550,"neimenggu",3,2,47,1,1,1,4,1986,0,0,40,2002,15,6,NA,6,11,NA
"3168",40560,"neimenggu",3,1,40,1,0,1,NA,1993,0,0,48,2007,5,6,NA,8,11,NA
"3169",40560,"neimenggu",3,2,40,1,0,1,NA,1995,0,0,40,2009,8,6,NA,8,11,NA
"3173",40570,"neimenggu",5,1,31,1,0,1,4,2001,0,0,48,2001,5,NA,NA,9,14,NA
"3174",40570,"neimenggu",5,2,30,1,0,1,4,2002,0,0,45,2002,15,NA,NA,9,14,NA
"3176",40580,"neimenggu",3,1,59,1,0,1,1,1971,0,0,40,1971,1,NA,5,9,NA,36000
"3178",40580,"neimenggu",3,1,28,2,0,NA,1,2009,0,0,40,2009,1,NA,5,11,NA,24000
"3179",40590,"neimenggu",4,1,47,1,0,1,1,1985,0,0,40,1985,1,NA,5,8,12,38400
"3180",40590,"neimenggu",4,2,48,1,0,1,4,1984,0,0,45,1984,8,NA,NA,6,11,NA
"3183",40600,"neimenggu",3,1,40,1,1,1,1,1992,0,0,40,1992,14,NA,2,10,NA,33600
